sample_idx,phenotype,T1_Pred,T1_True,T2_Pred,T2_True,T3_Pred,T3_True,T4_Pred,T4_True,T5_Pred,T5_True,T6_Pred,T6_True,T7_Pred,T7_True,T8_Pred,T8_True,T9_Pred,T9_True,T10_Pred,T10_True,T11_Pred,T11_True,T12_Pred,T12_True,T13_Pred,T13_True,T14_Pred,T14_True,T15_Pred,T15_True
10,sim_pheno,0.43491730093955994,1.1000107526779175,1.0203064680099487,1.7179077863693237,1.9881075620651245,2.6488683223724365,3.399956464767456,4.007763862609863,5.384054183959961,5.90226936340332,8.004706382751465,8.381103515625,11.209539413452148,11.368412971496582,14.708844184875488,14.631414413452148,18.053327560424805,17.834156036376953,20.896944046020508,20.66429901123047,23.08875846862793,22.942245483398438,24.626483917236328,24.641849517822266,25.667387008666992,25.839553833007812,26.31942367553711,26.650001525878906,26.69715118408203,27.183454513549805
11,sim_pheno,0.7926844358444214,1.1516445875167847,1.319865107536316,1.7708033323287964,2.254479169845581,2.6895740032196045,3.6745259761810303,4.01230525970459,5.709357261657715,5.835946083068848,8.45751667022705,8.205689430236816,11.832063674926758,11.058977127075195,15.487780570983887,14.195252418518066,18.98674774169922,17.31537628173828,21.9821834564209,20.126178741455078,24.338438034057617,22.440784454345703,26.041418075561523,24.209869384765625,27.199966430664062,25.486488342285156,27.917762756347656,26.37001609802246,28.302120208740234,26.963943481445312
12,sim_pheno,1.3602274656295776,0.7267979383468628,1.8693598508834839,1.268757700920105,2.7736222743988037,2.1839511394500732,4.153348922729492,3.6727912425994873,6.153922080993652,5.953706741333008,8.878068923950195,9.145523071289062,12.270657539367676,13.088922500610352,16.024559020996094,17.27486801147461,19.61701202392578,21.05982208251953,22.609739303588867,24.017030715942383,24.95452117919922,26.074634552001953,26.682775497436523,27.393518447875977,27.897916793823242,28.194971084594727,28.729549407958984,28.666292190551758,29.291093826293945,28.93814468383789
13,sim_pheno,1.6305416822433472,0.8385132551193237,2.1685168743133545,1.4322079420089722,3.0813424587249756,2.412635564804077,4.472522735595703,3.9740331172943115,6.507667541503906,6.322480201721191,9.31614875793457,9.567529678344727,12.824737548828125,13.56291389465332,16.665122985839844,17.83841323852539,20.370851516723633,21.77880859375,23.57063102722168,24.94084358215332,26.12066650390625,27.208110809326172,28.01190185546875,28.705841064453125,29.353466033935547,29.64236831665039,30.2698974609375,30.2080135345459,30.831369400024414,30.542522430419922
14,sim_pheno,1.6744335889816284,1.319473147392273,2.2538230419158936,2.0678651332855225,3.2185370922088623,3.1999166011810303,4.670132637023926,4.859112739562988,6.753922462463379,7.181789398193359,9.614713668823242,10.232599258422852,13.244996070861816,13.921137809753418,17.162670135498047,17.958955764770508,21.029022216796875,21.925569534301758,24.433631896972656,25.428735733032227,27.150352478027344,28.24338150024414,29.22016716003418,30.337886810302734,30.713315963745117,31.809234619140625,31.738170623779297,32.801483154296875,32.33087921142578,33.45235061645508
15,sim_pheno,0.923766016960144,1.1267298460006714,1.5620964765548706,1.8100403547286987,2.6399295330047607,2.8668859004974365,4.216729164123535,4.444206237792969,6.427045822143555,6.677347183227539,9.35657024383545,9.613762855529785,12.853883743286133,13.121199607849121,16.668657302856445,16.860265731811523,20.29523468017578,20.39263153076172,23.333568572998047,23.368661880493164,25.672502517700195,25.643461227416992,27.362167358398438,27.25625228881836,28.532318115234375,28.339677810668945,29.304061889648438,29.041378021240234,29.792625427246094,29.485151290893555
16,sim_pheno,0.8632773160934448,0.9386862516403198,1.4225529432296753,1.504175066947937,2.3519017696380615,2.381699323654175,3.736226797103882,3.7029178142547607,5.701911926269531,5.604358673095703,8.369338989257812,8.170291900634766,11.65892505645752,11.347939491271973,15.335139274597168,14.889742851257324,18.988248825073242,18.402555465698242,22.126218795776367,21.50560188293457,24.606609344482422,23.978469848632812,26.45896339416504,25.792354583740234,27.780405044555664,27.043537139892578,28.671977996826172,27.870418548583984,29.21915054321289,28.401535034179688
17,sim_pheno,1.2470415830612183,1.124794840812683,1.7588337659835815,1.769225001335144,2.646479368209839,2.7480990886688232,3.9961392879486084,4.189064979553223,5.939261436462402,6.215203285217285,8.596424102783203,8.887845993041992,11.94660472869873,12.131072998046875,15.75671672821045,15.690820693969727,19.516324996948242,19.192180633544922,22.776906967163086,22.28369140625,25.41936492919922,24.763710021972656,27.423696517944336,26.60454750061035,28.871543884277344,27.893686294555664,29.87151336669922,28.760101318359375,30.462915420532227,29.326433181762695
18,sim_pheno,0.31231293082237244,0.9386662244796753,0.9754647016525269,1.5517281293869019,2.0236756801605225,2.523984670639038,3.4973504543304443,4.003426551818848,5.520917892456055,6.118738174438477,8.185815811157227,8.888772010803223,11.378910064697266,12.126696586608887,14.824629783630371,15.444977760314941,18.047557830810547,18.417314529418945,20.60438346862793,20.775409698486328,22.528583526611328,22.47242546081543,23.891565322875977,23.60987091064453,24.861412048339844,24.336376190185547,25.487497329711914,24.786212921142578,25.951223373413086,25.059406280517578
19,sim_pheno,1.0843409299850464,0.9356545209884644,1.6028755903244019,1.524234652519226,2.522310972213745,2.4508769512176514,3.907365560531616,3.8620526790618896,5.877601623535156,5.905892372131348,8.539339065551758,8.660625457763672,11.809986114501953,12.034443855285645,15.485837936401367,15.713619232177734,19.13998794555664,19.2509765625,22.257980346679688,22.26323890686035,24.719770431518555,24.57436752319336,26.55290412902832,26.209672927856445,27.849008560180664,27.301631927490234,28.700345993041992,28.002845764160156,29.18126678466797,28.44190216064453
20,sim_pheno,0.8717726469039917,0.8487643003463745,1.429015040397644,1.4166563749313354,2.318150281906128,2.3302066326141357,3.6269690990448,3.7454497814178467,5.486844062805176,5.814785957336426,8.006105422973633,8.598353385925293,11.178585052490234,11.95040225982666,14.706774711608887,15.488441467285156,18.160106658935547,18.739255905151367,21.051233291625977,21.367033004760742,23.31722068786621,23.279863357543945,25.005664825439453,24.56862449645996,26.200544357299805,25.392297744750977,26.988689422607422,25.90110206604004,27.463647842407227,26.20882225036621
21,sim_pheno,1.7119024991989136,1.1380871534347534,2.1732280254364014,1.8061379194259644,3.0283753871917725,2.834376096725464,4.377781867980957,4.372955322265625,6.363568305969238,6.580604553222656,9.125527381896973,9.564859390258789,12.611149787902832,13.289460182189941,16.450578689575195,17.501319885253906,20.280895233154297,21.76430320739746,23.66977882385254,25.621265411376953,26.417156219482422,28.772497177124023,28.518508911132812,31.139469146728516,30.037891387939453,32.80744552612305,31.089773178100586,33.93069076538086,31.68876838684082,34.664161682128906
22,sim_pheno,1.2696789503097534,1.0418003797531128,1.8736094236373901,1.6591929197311401,2.8380181789398193,2.610886335372925,4.251691818237305,4.034147262573242,6.274955749511719,6.069089889526367,9.015266418457031,8.799163818359375,12.390963554382324,12.165024757385254,16.12926483154297,15.90783977508545,19.74417495727539,19.620946884155273,22.785676956176758,22.910114288330078,25.142385482788086,25.543935775756836,26.8712215423584,27.487632751464844,28.06963539123535,28.83730125427246,28.879289627075195,29.735342025756836,29.41262435913086,30.3160343170166
23,sim_pheno,1.7189053297042847,1.2082680463790894,2.260706663131714,1.9039324522018433,3.182016134262085,2.9655683040618896,4.578299522399902,4.539373397827148,6.631687164306641,6.774876594543457,9.486747741699219,9.764933586120605,13.058764457702637,13.458032608032227,17.091264724731445,17.59574317932129,21.026227951049805,21.75444221496582,24.45890235900879,25.5020694732666,27.178815841674805,28.56134033203125,29.198930740356445,30.863401412963867,30.620548248291016,32.49173355102539,31.635669708251953,33.59375,32.32893753051758,34.31745529174805
24,sim_pheno,1.1240376234054565,0.9918831586837769,1.6044729948043823,1.6060007810592651,2.4835002422332764,2.5685412883758545,3.8270041942596436,4.030705451965332,5.761760711669922,6.149517059326172,8.401876449584961,9.019074440002441,11.725417137145996,12.568968772888184,15.453412055969238,16.49967384338379,19.124481201171875,20.35196304321289,22.288537979125977,23.70128631591797,24.811471939086914,26.323287963867188,26.71689224243164,28.21232795715332,28.08085060119629,29.493383407592773,28.985483169555664,30.326868057250977,29.468812942504883,30.85462760925293
25,sim_pheno,2.2452504634857178,1.0552910566329956,2.7834622859954834,1.761687159538269,3.697213888168335,2.8949620723724365,5.107372283935547,4.640876770019531,7.197281837463379,7.169506072998047,10.138019561767578,10.52236557006836,13.864124298095703,14.483455657958984,17.937814712524414,18.572092056274414,21.876861572265625,22.244443893432617,25.35797119140625,25.153091430664062,28.057920455932617,27.23578643798828,30.046401977539062,28.621732711791992,31.415992736816406,29.499624252319336,32.34746551513672,30.038436889648438,32.90156173706055,30.362760543823242
26,sim_pheno,1.7039097547531128,1.0920876264572144,2.3291432857513428,1.742958903312683,3.318676710128784,2.7466228008270264,4.796149253845215,4.245582580566406,6.933091163635254,6.380619049072266,9.885756492614746,9.224980354309082,13.550848007202148,12.694717407226562,17.52589988708496,16.49976921081543,21.341604232788086,20.214757919311523,24.622373580932617,23.452308654785156,27.19021224975586,26.006031036376953,29.080856323242188,27.866498947143555,30.369905471801758,29.14488410949707,31.248170852661133,29.98838233947754,31.804607391357422,30.530136108398438
27,sim_pheno,1.2982271909713745,1.1864384412765503,2.021864652633667,1.907272219657898,3.1322734355926514,3.0241076946258545,4.719183921813965,4.695378303527832,6.942743301391602,7.070615768432617,9.938116073608398,10.210186004638672,13.600584983825684,13.984763145446777,17.57051658630371,18.03825569152832,21.313444137573242,21.89606285095215,24.565750122070312,25.167911529541016,27.111669540405273,27.682283401489258,28.95681381225586,29.472034454345703,30.212316513061523,30.677661895751953,31.062698364257812,31.45993995666504,31.618408203125,31.95525550842285
28,sim_pheno,1.831786036491394,1.2822664976119995,2.531224012374878,2.035417318344116,3.6547954082489014,3.1865527629852295,5.250476837158203,4.886135101318359,7.469925880432129,7.271446228027344,10.46876335144043,10.391488075256348,14.252050399780273,14.116991996765137,18.288257598876953,18.11033821105957,21.92791748046875,21.924800872802734,24.895641326904297,25.187658309936523,27.092384338378906,27.725372314453125,28.641874313354492,29.556915283203125,29.674381256103516,30.808656692504883,30.28976058959961,31.632596969604492,30.637950897216797,32.16160583496094
29,sim_pheno,2.0352799892425537,1.2489928007125854,2.532147169113159,1.9493731260299683,3.391509771347046,3.0074174404144287,4.722280502319336,4.560294151306152,6.694912910461426,6.7454986572265625,9.463455200195312,9.645125389099121,12.985443115234375,13.20687198638916,16.88235092163086,17.18930435180664,20.67367935180664,21.199995040893555,24.020620346069336,24.835538864135742,26.74338150024414,27.829715728759766,28.83295440673828,30.106937408447266,30.377870559692383,31.736183166503906,31.51862335205078,32.851531982421875,32.31926345825195,33.59220886230469
30,sim_pheno,0.6797388792037964,1.289458155632019,1.2637709379196167,1.9748247861862183,2.2556464672088623,2.9825704097747803,3.688734769821167,4.414636611938477,5.6798906326293945,6.354032516479492,8.315196990966797,8.816046714782715,11.52055549621582,11.69721508026123,14.983524322509766,14.76453971862793,18.22373390197754,17.718048095703125,20.829713821411133,20.299396514892578,22.825714111328125,22.371286392211914,24.2508544921875,23.923507690429688,25.243518829345703,25.027389526367188,25.85407066345215,25.783679962158203,26.246185302734375,26.28867530822754
31,sim_pheno,0.33979687094688416,0.7048348188400269,0.9558161497116089,1.2297543287277222,1.9824293851852417,2.109408140182495,3.4541146755218506,3.518817663192749,5.491042137145996,5.622283935546875,8.169208526611328,8.451042175292969,11.358193397521973,11.765791893005371,14.791787147521973,15.077150344848633,17.95117950439453,17.897661209106445,20.47263526916504,19.99180793762207,22.38303565979004,21.393455505371094,23.717967987060547,22.26764678955078,24.645660400390625,22.789081573486328,25.212247848510742,23.09186363220215,25.59711456298828,23.26494598388672
32,sim_pheno,1.808761477470398,0.9398096799850464,2.411569356918335,1.5834282636642456,3.392204999923706,2.6313960552215576,4.858039855957031,4.277837753295898,6.98560905456543,6.724677085876465,9.936126708984375,10.076297760009766,13.593083381652832,14.188745498657227,17.567249298095703,18.604307174682617,21.43109130859375,22.715145111083984,24.7432861328125,26.064306259155273,27.285417556762695,28.508695602416992,29.128955841064453,30.153186798095703,30.366804122924805,31.19978141784668,31.17401695251465,31.842506408691406,31.639253616333008,32.22859573364258
33,sim_pheno,1.1222542524337769,1.0308092832565308,1.819517970085144,1.6753376722335815,2.8739259243011475,2.690307378768921,4.392378807067871,4.240333557128906,6.526606559753418,6.4999494552612305,9.394449234008789,9.58031177520752,12.891456604003906,13.41673469543457,16.793054580688477,17.691329956054688,20.548200607299805,21.901620864868164,23.75933837890625,25.573904037475586,26.277206420898438,28.45240592956543,28.087011337280273,30.525508880615234,29.291677474975586,31.929218292236328,30.058574676513672,32.84041213989258,30.5041446685791,33.415802001953125
34,sim_pheno,0.7573155164718628,1.0921705961227417,1.4245976209640503,1.7638787031173706,2.489525556564331,2.809192419052124,4.007092475891113,4.379472732543945,6.1242570877075195,6.617514610290527,8.951592445373535,9.579337120056152,12.37618637084961,13.136695861816406,16.10092544555664,16.943635940551758,19.664812088012695,20.546070098876953,22.69678497314453,23.57923698425293,25.02018165588379,25.89188003540039,26.671730041503906,27.525257110595703,27.766128540039062,28.617538452148438,28.443151473999023,29.3215274810791,28.81544303894043,29.7645320892334
35,sim_pheno,1.338382601737976,1.302195429801941,1.9936407804489136,1.9939440488815308,2.9961774349212646,3.0162923336029053,4.453883171081543,4.482819557189941,6.535281181335449,6.498907089233398,9.374028205871582,9.114278793334961,12.906266212463379,12.263081550598145,16.813142776489258,15.730626106262207,20.519489288330078,19.193429946899414,23.699846267700195,22.32973289489746,26.21279525756836,24.928813934326172,28.04558753967285,26.92869758605957,29.294048309326172,28.381444931030273,30.14191436767578,29.393198013305664,30.684843063354492,30.07731819152832
36,sim_pheno,0.4939745366573334,1.0228689908981323,1.031594157218933,1.598535418510437,1.957112193107605,2.466418981552124,3.324676275253296,3.7339236736297607,5.233786582946777,5.501676559448242,7.756861686706543,7.814943313598633,10.854413032531738,10.602147102355957,14.252281188964844,13.644814491271973,17.48130226135254,16.6285400390625,20.149686813354492,19.26207160949707,22.19655418395996,21.379051208496094,23.653289794921875,22.956531524658203,24.657447814941406,24.06682586669922,25.2734432220459,24.817291259765625,25.64883804321289,25.310762405395508
37,sim_pheno,1.7792109251022339,1.3552454710006714,2.2735774517059326,2.1200034618377686,3.204671621322632,3.270770788192749,4.643407821655273,4.9440460205078125,6.734871864318848,7.259660720825195,9.59060287475586,10.254088401794434,13.109225273132324,13.804197311401367,16.9274959564209,17.60430908203125,20.582855224609375,21.25200080871582,23.655855178833008,24.404890060424805,26.072765350341797,26.89244270324707,27.867868423461914,28.717493057250977,29.1612548828125,29.98631477355957,30.053571701049805,30.835771560668945,30.66984748840332,31.390199661254883
38,sim_pheno,-0.06596006453037262,0.9724587202072144,0.7282170057296753,1.5713881254196167,1.8637369871139526,2.5006253719329834,3.3863656520843506,3.887739896774292,5.400290489196777,5.843454360961914,7.991122245788574,8.389922142028809,11.127824783325195,11.382807731628418,14.513276100158691,14.504652976989746,17.66614532470703,17.3807430267334,20.204458236694336,19.74271011352539,22.151119232177734,21.506059646606445,23.53067970275879,22.731021881103516,24.479541778564453,23.540008544921875,25.059593200683594,24.056575775146484,25.429121017456055,24.379362106323242
39,sim_pheno,0.9210919141769409,1.1989039182662964,1.5828827619552612,1.8647183179855347,2.587937116622925,2.865185499191284,4.023896217346191,4.323775291442871,6.043865203857422,6.359259605407715,8.744729995727539,9.032979965209961,12.067198753356934,12.279021263122559,15.750523567199707,15.863249778747559,19.305152893066406,19.429121017456055,22.27824592590332,22.627164840698242,24.581464767456055,25.239255905151367,26.252330780029297,27.214590072631836,27.406164169311523,28.623104095458984,28.184450149536133,29.58587646484375,28.718753814697266,30.225107192993164
40,sim_pheno,1.1064871549606323,0.9571808576583862,1.658288836479187,1.5512045621871948,2.6203296184539795,2.481987714767456,4.0709028244018555,3.893873929977417,6.131608009338379,5.933490753173828,8.909253120422363,8.681326866149902,12.348641395568848,12.054819107055664,16.16411018371582,15.75418758392334,19.935882568359375,19.340749740600586,23.067747116088867,22.42584991455078,25.4636287689209,24.818077087402344,27.236066818237305,26.5280818939209,28.4864444732666,27.68058967590332,29.28095245361328,28.42687225341797,29.72292709350586,28.89766502380371
41,sim_pheno,1.8777827024459839,0.7111347913742065,2.4225051403045654,1.2851189374923706,3.3602559566497803,2.281731367111206,4.794336318969727,3.931715726852417,6.873873710632324,6.459399223327637,9.719511985778809,9.905542373657227,13.239293098449707,13.926091194152832,17.06261444091797,17.845848083496094,20.646318435668945,21.05246925354004,23.69562339782715,23.320005416870117,26.087650299072266,24.76336669921875,27.835590362548828,25.621524810791016,29.05784797668457,26.111188888549805,29.927724838256836,26.38405418395996,30.57000732421875,26.534107208251953
42,sim_pheno,0.40631183981895447,0.8440350294113159,1.0662487745285034,1.3918808698654175,2.1369168758392334,2.2670562267303467,3.6485116481781006,3.6212737560272217,5.737801551818848,5.616738319396973,8.496927261352539,8.35489273071289,11.80103874206543,11.766458511352539,15.44450569152832,15.540559768676758,18.882461547851562,19.20404815673828,21.726726531982422,22.335601806640625,23.907535552978516,24.734455108642578,25.464841842651367,26.422208786010742,26.56732177734375,27.53985023498535,27.269685745239258,28.25056266784668,27.70675277709961,28.690927505493164
43,sim_pheno,1.3154038190841675,0.8370341062545776,1.776436686515808,1.4252547025680542,2.6286065578460693,2.388986349105835,3.9411895275115967,3.904583692550659,5.860989570617676,6.141025543212891,8.483748435974121,9.149283409118652,11.771209716796875,12.728605270385742,15.457958221435547,16.414981842041016,19.04473876953125,19.688161849975586,22.098636627197266,22.23308563232422,24.52255630493164,24.01504898071289,26.33452606201172,25.173250198364258,27.660358428955078,25.890018463134766,28.59748077392578,26.320222854614258,29.25642967224121,26.573701858520508
44,sim_pheno,0.9163883924484253,0.8871678113937378,1.5050848722457886,1.4834126234054565,2.4632956981658936,2.441452741622925,3.8680379390716553,3.919398069381714,5.858078956604004,6.06201171875,8.533522605895996,8.904040336608887,11.84892749786377,12.260025978088379,15.511626243591309,15.719282150268555,19.052621841430664,18.819705963134766,22.021860122680664,21.269075393676758,24.362533569335938,23.018238067626953,26.08342742919922,24.179264068603516,27.290279388427734,24.912952423095703,28.08340072631836,25.36229133605957,28.56803321838379,25.63222312927246
45,sim_pheno,1.2074631452560425,1.0870331525802612,1.878055453300476,1.7779825925827026,2.937682867050171,2.865689992904663,4.467611312866211,4.5151166915893555,6.612754821777344,6.879676818847656,9.487175941467285,10.010054588317871,12.985664367675781,13.744625091552734,16.79046058654785,17.684425354003906,20.402183532714844,21.336538314819336,23.461528778076172,24.337875366210938,25.84786033630371,26.56968116760254,27.574501037597656,28.108884811401367,28.763227462768555,29.116100311279297,29.5575008392334,29.75272560119629,30.091163635253906,30.146333694458008
46,sim_pheno,1.1078547239303589,0.9724158048629761,1.7144259214401245,1.6032723188400269,2.744511365890503,2.6035420894622803,4.254663467407227,4.129140853881836,6.372119903564453,6.323482513427734,9.188626289367676,9.22751522064209,12.598286628723145,12.674593925476074,16.28853416442871,16.275087356567383,19.791275024414062,19.56678009033203,22.676387786865234,22.229305267333984,24.863386154174805,24.177623748779297,26.407569885253906,25.501258850097656,27.46815299987793,26.355737686157227,28.1279296875,26.88930892944336,28.53481674194336,27.215600967407227
47,sim_pheno,0.73729407787323,0.7570990324020386,1.2648333311080933,1.3007334470748901,2.210097074508667,2.200146436691284,3.613690137863159,3.6285970211029053,5.600159645080566,5.756303787231445,8.257450103759766,8.640918731689453,11.48127555847168,12.090240478515625,14.94091510772705,15.645994186401367,18.192712783813477,18.792564392089844,20.876327514648438,21.222444534301758,22.92449188232422,22.90882682800293,24.390527725219727,23.99431037902832,25.41598129272461,24.659523010253906,26.064428329467773,25.054981231689453,26.49051284790039,25.28584098815918
48,sim_pheno,0.5097054243087769,0.9851549863815308,1.1488312482833862,1.5770872831344604,2.1519620418548584,2.4914519786834717,3.5724074840545654,3.8575141429901123,5.532190322875977,5.799920082092285,8.132999420166016,8.376082420349121,11.278234481811523,11.494566917419434,14.806407928466797,14.877894401550293,18.27406120300293,18.138996124267578,21.139436721801758,20.942873001098633,23.32642364501953,23.126371383666992,24.900646209716797,24.699268341064453,26.017202377319336,25.769811630249023,26.73523712158203,26.47059440612793,27.185192108154297,26.917699813842773
49,sim_pheno,1.04124915599823,1.5833691358566284,1.6077593564987183,2.3653781414031982,2.606139898300171,3.488136053085327,4.073482513427734,5.050497055053711,6.133883476257324,7.132570266723633,8.875473976135254,9.752912521362305,12.199216842651367,12.823122024536133,15.796628952026367,16.13298797607422,19.137958526611328,19.3957462310791,21.89084243774414,22.34031105041504,24.012828826904297,24.79339599609375,25.530729293823242,26.70443344116211,26.572465896606445,28.116844177246094,27.212297439575195,29.120630264282227,27.607929229736328,29.814311981201172
50,sim_pheno,1.2935694456100464,1.4580610990524292,1.8831652402877808,2.172703504562378,2.8594863414764404,3.198765516281128,4.311531066894531,4.62962532043457,6.375308036804199,6.545929908752441,9.193373680114746,8.978004455566406,12.725970268249512,11.862415313720703,16.507671356201172,15.020650863647461,20.160568237304688,18.190109252929688,23.317956924438477,21.104515075683594,25.776628494262695,23.576669692993164,27.587358474731445,25.534164428710938,28.858877182006836,27.001338958740234,29.708280563354492,28.056379318237305,30.23133659362793,28.79266357421875
51,sim_pheno,0.6528395414352417,0.9561976194381714,1.3023375272750854,1.5644053220748901,2.3261516094207764,2.52624773979187,3.7978217601776123,3.9974048137664795,5.839328765869141,6.136497497558594,8.557258605957031,9.028444290161133,11.86281681060791,12.576103210449219,15.4514799118042,16.4438533782959,18.945903778076172,20.154088973999023,21.921987533569336,23.301116943359375,24.235891342163086,25.703582763671875,25.924861907958984,27.39427947998047,27.10892105102539,28.51708221435547,27.87825584411621,29.23431968688965,28.333824157714844,29.681171417236328
52,sim_pheno,0.8222731351852417,1.0435742139816284,1.4363354444503784,1.6872271299362183,2.479346990585327,2.691124677658081,3.991719961166382,4.2040205001831055,6.094141960144043,6.369915962219238,8.916248321533203,9.253256797790527,12.430593490600586,12.74155044555664,16.183780670166016,16.504735946655273,19.761550903320312,20.09423065185547,22.653892517089844,23.137737274169922,24.8253116607666,25.471080780029297,26.37819480895996,27.125574111938477,27.459871292114258,28.234830856323242,28.10728645324707,28.95088005065918,28.447683334350586,29.401865005493164
